location,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697
variable,Temperature,Temperature,Temperature
unit,°C,°C,°C
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected
resolution,daily,daily,daily
aggregation,Maximum,Minimum,Mean
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected]
20130227T0000,10.450529,0.54052866,5.1309447
20130228T0000,9.990529,0.38052866,4.808862
20130301T0000,8.820529,1.4605286,3.9692786
20130302T0000,8.230529,-2.6394715,2.550112
20130303T0000,8.610529,-2.1494715,3.7380285
20130304T0000,13.170529,-0.26947135,5.7696958
20130305T0000,14.190529,-1.2594713,6.9105287
20130306T0000,14.840529,2.9905286,8.664279
20130307T0000,17.010529,6.8505287,11.806779
20130308T0000,16.940529,6.1405287,11.571778
20130309T0000,14.090529,6.7605286,10.763863
20130310T0000,13.610529,5.8405285,9.662195
20130311T0000,12.230529,4.2805285,8.311778
20130312T0000,11.570529,3.2505286,7.021362
20130313T0000,4.6305285,-1.2394713,1.7667785
20130314T0000,3.3405285,-4.2294717,-0.6078048
20130315T0000,4.8305287,-4.8994713,-0.28988817
20130316T0000,10.620529,-4.0994716,3.4671957
20130317T0000,11.030529,1.7905287,6.1234455
20130318T0000,7.6005287,3.3005285,5.416779
20130319T0000,10.710529,2.7205286,6.4059463
20130320T0000,9.640529,4.1905284,6.5380287
20130321T0000,10.280529,1.5405287,6.587612
20130322T0000,14.850529,0.59052867,8.787196
20130323T0000,12.920529,3.5205286,7.690529
20130324T0000,11.730529,1.7605287,6.217612
20130325T0000,7.7105284,1.1205287,4.1005282
20130326T0000,3.8005285,-0.31947133,1.3092786
20130327T0000,10.0505295,-2.9694715,3.4059455
20130328T0000,10.520529,0.8905287,5.405945
20130329T0000,11.400529,-1.1194713,5.006362
20130330T0000,8.880529,3.5705285,5.3742785
20130331T0000,6.9505286,0.6405287,3.8855286
20130401T0000,11.5505295,-0.36947134,5.3988624
20130402T0000,12.910529,-1.3694713,5.8505287
20130403T0000,12.430529,2.1505284,7.300112
20130404T0000,14.910529,0.13052866,8.516779
20130405T0000,13.170529,1.3605287,8.098863
20130406T0000,12.210529,1.9205287,7.9292793
20130407T0000,11.870529,-0.8594713,6.4167786
20130408T0000,9.960529,1.3405286,6.434279
20130409T0000,12.320529,3.5305285,8.0713625
20130410T0000,15.080529,6.5505285,11.201779
20130411T0000,19.30053,10.610529,13.842612
20130412T0000,14.410529,7.3605285,11.254277
20130413T0000,17.22053,6.790529,12.272197
20130414T0000,23.70053,8.190529,16.067196
20130415T0000,24.13053,11.230529,18.13511
20130416T0000,21.71053,15.420529,18.421362
20130417T0000,25.430529,13.970529,19.35303
20130418T0000,21.45053,13.430529,17.499697
20130419T0000,14.220529,8.350529,11.83678
20130420T0000,13.650529,6.0005283,9.396361
20130421T0000,13.340529,6.0505285,9.690946
20130422T0000,15.690529,7.9205284,12.006362
20130423T0000,18.490528,8.330529,13.843446
20130424T0000,22.22053,9.960529,16.267614
20130425T0000,25.12053,11.190529,18.74928
20130426T0000,24.090528,14.530529,18.40511
20130427T0000,15.920529,6.4705286,9.316361
20130428T0000,14.420529,5.0905285,9.785112
20130429T0000,12.680529,8.410529,10.689279
20130430T0000,17.22053,7.8005285,12.359695
20130501T0000,21.170528,8.960529,14.303029
20130502T0000,20.760529,10.030529,15.719696
20130503T0000,15.680529,10.780529,13.423446
20130504T0000,16.90053,9.220529,13.6755295
20130505T0000,22.62053,9.480529,15.59678
20130506T0000,20.79053,10.580529,15.834694
20130507T0000,21.07053,10.630529,16.649694
20130508T0000,22.440529,8.3005295,17.377195
20130509T0000,19.73053,15.350529,17.548029
20130510T0000,15.610529,12.840529,14.177197
20130511T0000,14.060529,8.700529,11.809279
20130512T0000,12.430529,4.790529,9.81928
20130513T0000,15.760529,4.020529,11.47303
20130514T0000,19.190529,8.320529,14.583862
20130515T0000,19.57053,11.160529,14.767196
20130516T0000,14.470529,9.580529,11.530113
20130517T0000,15.3005295,8.130529,11.035945
20130518T0000,22.05053,8.5505295,14.989278
20130519T0000,17.690529,8.750529,12.803863
20130520T0000,15.920529,7.8305287,12.038447
20130521T0000,14.510529,9.530529,11.86803
20130522T0000,12.880529,9.630529,11.248445
20130523T0000,14.330529,6.4905286,9.751362
20130524T0000,10.810529,4.0705285,7.8151126
20130525T0000,12.680529,5.290529,9.680112
20130526T0000,13.020529,5.6605287,9.829278
20130527T0000,18.740528,5.4705286,13.7555275
20130528T0000,21.440529,9.140529,14.548862
20130529T0000,13.530529,7.9005284,10.836364
20130530T0000,15.580529,7.1905284,12.088447
20130531T0000,15.340529,9.500529,11.71428
20130601T0000,16.740528,10.720529,13.92928
20130602T0000,18.580528,10.5505295,14.630113
20130603T0000,17.54053,7.1605287,13.011364
20130604T0000,22.110529,7.1305285,15.328027
20130605T0000,24.100529,9.880529,18.123861
20130606T0000,25.490528,14.020529,20.42428
20130607T0000,25.64053,12.780529,20.54678
20130608T0000,27.06053,15.130529,21.461365
20130609T0000,22.410528,14.430529,18.052612
20130610T0000,20.000528,13.000529,16.511362
20130611T0000,21.40053,12.990529,17.445112
20130612T0000,24.240528,13.600529,19.483444
20130613T0000,29.07053,12.520529,21.92678
20130614T0000,22.410528,10.920529,17.191778
20130615T0000,25.56053,14.770529,21.02678
20130616T0000,28.030529,16.350529,22.471365
20130617T0000,34.84053,17.850529,27.078444
20130618T0000,35.24053,22.280529,28.911364
20130619T0000,34.220528,19.05053,27.794695
20130620T0000,24.740528,17.440529,21.428032
20130621T0000,22.62053,14.940529,18.957613
20130622T0000,23.090528,13.700529,18.680946
20130623T0000,19.600529,13.210529,17.026363
20130624T0000,16.46053,11.890529,14.045943
20130625T0000,17.21053,10.090529,13.585946
20130626T0000,19.240528,9.430529,14.733445
20130627T0000,16.15053,10.880529,13.339279
20130628T0000,19.850529,9.470529,15.4567795
20130629T0000,17.930529,12.430529,15.115531
20130630T0000,21.81053,12.720529,17.183447
20130701T0000,25.55053,11.840529,19.639277
20130702T0000,27.96053,16.610529,22.503862
20130703T0000,22.40053,17.010529,19.130945
20130704T0000,21.750528,15.3005295,18.475945
20130705T0000,26.13053,14.860529,20.734278
20130706T0000,28.87053,15.110529,21.993029
20130707T0000,28.71053,15.460529,22.33761
20130708T0000,28.590528,15.340529,22.288445
20130709T0000,25.190529,17.04053,21.718863
20130710T0000,28.47053,16.22053,23.223862
20130711T0000,24.88053,14.420529,20.04053
20130712T0000,26.06053,13.200529,19.715944
20130713T0000,26.660528,14.560529,20.815943
20130714T0000,27.410528,14.240529,21.191778
20130715T0000,26.90053,15.700529,21.642197
20130716T0000,29.20053,15.070529,22.648447
20130717T0000,28.55053,17.23053,23.505112
20130718T0000,27.340528,17.40053,22.701357
20130719T0000,29.40053,16.07053,23.001364
20130720T0000,30.330528,15.780529,23.70928
20130721T0000,31.350529,17.580528,25.12011
20130722T0000,32.290527,21.340528,27.057198
20130723T0000,33.03053,22.31053,27.538864
20130724T0000,27.64053,20.840528,24.796364
20130725T0000,29.37053,19.090528,25.008448
20130726T0000,34.060528,19.45053,27.497192
20130727T0000,36.220528,23.190529,29.645525
20130728T0000,31.73053,19.780529,25.65428
20130729T0000,20.80053,16.73053,19.385115
20130730T0000,24.96053,13.690529,20.038862
20130731T0000,27.90053,15.580529,22.56553
20130801T0000,32.36053,17.610529,25.1322
20130802T0000,35.84053,21.88053,28.261362
20130803T0000,29.260529,21.20053,25.710526
20130804T0000,29.40053,19.030529,24.124283
20130805T0000,33.12053,19.000528,26.702196
20130806T0000,29.690529,21.30053,25.678024
20130807T0000,27.47053,18.860529,21.717611
20130808T0000,22.740528,16.62053,19.563032
20130809T0000,23.73053,16.020529,20.107197
20130810T0000,25.21053,15.320529,20.66178
20130811T0000,25.20053,15.710529,20.574694
20130812T0000,27.31053,15.580529,21.61511
20130813T0000,23.55053,16.95053,19.79761
20130814T0000,22.48053,12.590529,18.269695
20130815T0000,24.98053,12.480529,19.169277
20130816T0000,28.520529,14.690529,22.179277
20130817T0000,28.420528,18.14053,23.782196
20130818T0000,28.750528,18.46053,24.259695
20130819T0000,22.88053,18.48053,20.593027
20130820T0000,22.81053,12.810529,18.097195
20130821T0000,25.81053,10.590529,18.499697
20130822T0000,26.20053,12.780529,19.90053
20130823T0000,28.07053,14.860529,22.107613
20130824T0000,23.430529,15.790529,18.643026
20130825T0000,20.80053,12.620529,16.862198
20130826T0000,20.610529,11.680529,16.920944
20130827T0000,17.750528,12.420529,14.98011
20130828T0000,20.240528,14.160529,17.021776
20130829T0000,23.87053,11.950529,18.238445
20130830T0000,24.420528,11.350529,19.084696
20130831T0000,24.260529,13.460529,19.17803
20130901T0000,19.90053,13.750529,16.802614
20130902T0000,23.31053,10.8005295,17.513865
20130903T0000,26.740528,13.530529,20.042612
20130904T0000,29.05053,15.410529,22.048445
20130905T0000,30.160528,17.40053,23.728865
20130906T0000,29.350529,18.010529,24.159279
20130907T0000,26.65053,18.45053,22.454697
20130908T0000,22.14053,14.670529,18.957195
20130909T0000,20.55053,10.950529,16.637611
20130910T0000,17.04053,11.510529,15.090112
20130911T0000,17.79053,8.270529,13.536778
20130912T0000,15.690529,11.760529,13.518863
20130913T0000,19.97053,9.380529,15.299279
20130914T0000,22.160528,13.440529,17.79886
20130915T0000,20.110529,14.690529,16.695112
20130916T0000,16.280529,10.390529,13.904279
20130917T0000,14.940529,7.2005286,11.958862
20130918T0000,18.990528,12.120529,15.889279
20130919T0000,16.750528,10.480529,14.005946
20130920T0000,18.840528,9.860529,14.44178
20130921T0000,20.520529,10.240529,15.098445
20130922T0000,22.160528,11.780529,16.550114
20130923T0000,22.31053,11.180529,16.562195
20130924T0000,24.530529,11.750529,18.04678
20130925T0000,24.830528,12.980529,19.102194
20130926T0000,24.420528,15.490529,19.953445
20130927T0000,23.80053,14.780529,18.846777
20130928T0000,25.45053,12.460529,19.110527
20130929T0000,20.23053,14.760529,17.786364
20130930T0000,19.79053,11.890529,16.204279
20131001T0000,19.090528,12.060529,15.896781
20131002T0000,20.72053,12.040529,15.058029
20131003T0000,23.280529,7.5805287,15.671363
20131004T0000,25.440529,14.240529,19.153444
20131005T0000,19.160528,15.630529,17.620111
20131006T0000,15.780529,13.620529,14.86803
20131007T0000,16.270529,12.660529,14.207612
20131008T0000,17.30053,13.260529,15.391778
20131009T0000,17.180529,13.890529,15.161778
20131010T0000,13.8005295,6.2505283,10.69178
20131011T0000,9.970529,5.5605288,8.1042795
20131012T0000,10.850529,5.9505286,8.238029
20131013T0000,16.22053,6.3505287,10.694697
20131014T0000,16.260529,7.6505284,12.753861
20131015T0000,17.770529,8.330529,13.966778
20131016T0000,15.570529,9.990529,12.637196
20131017T0000,17.250528,10.010529,13.563863
20131018T0000,17.96053,7.4105287,12.836778
20131019T0000,21.64053,6.6505284,14.4896965
20131020T0000,19.46053,10.970529,14.48553
20131021T0000,19.680529,9.150529,15.112611
20131022T0000,22.110529,10.260529,16.023863
20131023T0000,18.930529,11.8005295,14.74178
20131024T0000,19.180529,10.680529,14.482612
20131025T0000,22.05053,6.7205286,14.2346945
20131026T0000,20.940529,10.380529,16.128862
20131027T0000,20.14053,12.660529,17.133863
20131028T0000,22.80053,12.760529,17.218447
20131029T0000,14.720529,9.770529,12.357198
20131030T0000,12.060529,6.9605284,9.330528
20131031T0000,12.030529,4.2205286,7.9946957
20131101T0000,13.5505295,6.4105287,9.596779
20131102T0000,18.240528,12.690529,15.226363
20131103T0000,14.280529,7.0005283,10.345946
20131104T0000,13.260529,6.7705283,10.761363
20131105T0000,12.860529,4.6705284,8.589277
20131106T0000,15.940529,8.690529,12.770528
20131107T0000,19.240528,12.710529,15.408446
20131108T0000,16.100529,9.170529,13.047612
20131109T0000,12.860529,7.8305287,10.280113
20131110T0000,10.890529,4.8205285,7.8955283
20131111T0000,9.180529,2.3505285,4.8634453
20131112T0000,8.490529,1.4605286,4.5371957
20131113T0000,11.500529,4.1405287,6.7480297
20131114T0000,6.3305287,2.3205285,4.6709456
20131115T0000,9.060529,2.9205287,5.642195
20131116T0000,7.2105284,0.8205287,3.5209448
20131117T0000,9.460529,1.6205287,5.9142785
20131118T0000,12.910529,2.0305285,6.903029
20131119T0000,8.940529,3.0805285,6.247195
20131120T0000,6.0505285,3.3205285,4.804695
20131121T0000,4.9905286,2.9405286,3.6851113
20131122T0000,3.6905286,0.8805287,2.4034455
20131123T0000,8.200529,1.4805287,4.391362
20131124T0000,8.100529,2.0305285,4.938029
20131125T0000,4.5705285,0.25052866,2.1209452
20131126T0000,4.000529,-0.88947135,1.6813617
20131127T0000,4.020529,-3.3194714,-0.20322138
20131128T0000,3.3205285,-3.3294713,0.044695243
20131129T0000,6.7005286,-0.59947133,3.0430286
20131130T0000,6.4905286,0.25052866,3.5584457
20131201T0000,7.1205287,-1.2994714,1.4034452
20131202T0000,8.200529,0.40052867,3.3330288
20131203T0000,6.9605284,-1.5594714,2.4996953
20131204T0000,7.9505286,1.0705286,3.996362
20131205T0000,7.3005285,-0.18947133,3.3880284
20131206T0000,5.7105284,2.5005286,3.9784453
20131207T0000,5.8005285,-1.2494713,2.5417788
20131208T0000,7.2505283,1.8105286,4.2605286
20131209T0000,8.290529,1.6405287,4.743862
20131210T0000,7.3705287,0.8205287,3.6434453
20131211T0000,8.250529,-0.56947136,3.0517788
20131212T0000,7.1005287,-0.8094713,3.3038619
20131213T0000,6.1905284,0.8205287,3.558029
20131214T0000,6.4505286,-0.51947135,2.7926118
20131215T0000,9.190529,-0.039471343,4.063029
20131216T0000,9.230529,1.6905286,5.0613623
20131217T0000,8.320529,2.5005286,5.2484455
20131218T0000,10.280529,3.9405286,6.3121943
20131219T0000,9.460529,2.2605286,6.048861
20131220T0000,9.680529,5.0005283,6.525945
20131221T0000,10.650529,1.6705287,5.380529
20131222T0000,14.250529,6.6805286,9.807197
20131223T0000,12.750529,7.4505286,9.261363
20131224T0000,13.090529,3.5705285,8.941779
20131225T0000,6.3505287,4.2105284,5.2376113
20131226T0000,5.4605284,2.8205285,4.307611
20131227T0000,8.690529,0.010528658,3.763862
20131228T0000,8.260529,-1.6894714,3.358862
20131229T0000,8.180529,1.4605286,4.502196
20131230T0000,7.1505284,0.66052866,2.964279
20131231T0000,8.090529,-1.6594714,2.2842786
20140101T0000,10.660529,1.6905286,6.005945
20140102T0000,11.860529,4.9305286,8.202195
20140103T0000,12.040529,2.6805286,7.6734467
20140104T0000,8.440529,3.5305285,5.9046955
20140105T0000,8.420529,2.4305286,5.4592786
20140106T0000,12.700529,0.6405287,5.925528
20140107T0000,14.360529,8.920529,10.964696
20140108T0000,13.700529,7.5605288,10.440528
20140109T0000,15.250529,5.1005287,9.692195
20140110T0000,10.580529,5.0205283,7.7467785
20140111T0000,12.470529,3.8405285,7.6371956
20140112T0000,9.190529,2.9005284,6.253029
20140113T0000,7.4605284,0.23052865,3.9359455
20140114T0000,8.910529,3.7805285,6.085528
20140115T0000,8.680529,0.08052866,4.2838616
20140116T0000,10.760529,4.5805287,7.057195
20140117T0000,10.5505295,3.5105286,6.6280284
20140118T0000,10.160529,1.1705287,5.258445
20140119T0000,9.070529,2.8805285,5.565111
20140120T0000,7.1405287,3.5805285,5.1788616
20140121T0000,7.6205287,2.9505286,4.8155284
20140122T0000,8.5505295,1.1805286,3.9871953
20140123T0000,8.130529,1.4605286,4.7209454
20140124T0000,5.3405285,0.9405287,3.3017788
20140125T0000,6.9305286,-1.3494713,2.514695
20140126T0000,8.970529,2.8905284,5.3067784
20140127T0000,8.080529,2.1705287,5.1371956
20140128T0000,7.4705286,-0.18947133,3.5080283
20140129T0000,8.420529,-1.4394714,3.025112
20140130T0000,6.3605285,0.47052866,3.4213617
20140131T0000,7.3005285,0.79052866,3.8655283
20140201T0000,10.960529,-0.94947135,4.3721952
20140202T0000,7.6505284,3.3805285,5.668862
20140203T0000,10.600529,1.4505286,5.6696954
20140204T0000,10.830529,3.4005284,6.6484456
20140205T0000,8.070529,1.0805286,4.144278
20140206T0000,11.880529,4.1405287,8.070113
20140207T0000,10.040529,3.2305286,6.547195
20140208T0000,9.290529,3.2705286,6.1926117
20140209T0000,8.850529,3.0405285,6.372196
20140210T0000,11.420529,0.92052865,5.947613
20140211T0000,9.900529,3.1005285,5.8934455
20140212T0000,10.540529,3.3005285,6.1063614
20140213T0000,10.720529,4.1805286,7.154279
20140214T0000,11.560529,0.050528657,6.8830285
20140215T0000,11.350529,6.8005285,9.334279
20140216T0000,10.5505295,5.2505283,7.5551133
20140217T0000,11.350529,3.1905286,6.5867786
20140218T0000,15.020529,-0.039471343,7.203445
20140219T0000,11.590529,7.0505285,8.642196
20140220T0000,11.8005295,4.8205285,8.452196
20140221T0000,9.480529,3.7405286,7.702196
20140222T0000,11.500529,1.8305286,6.099695
20140223T0000,12.490529,5.1305285,8.209695
20140224T0000,14.820529,0.7605287,7.459696
20140225T0000,13.5505295,3.3905284,8.710528
20140226T0000,10.160529,5.1205287,8.087611
20140227T0000,11.930529,4.7605286,8.010945
20140228T0000,10.560529,4.0605288,6.7684445
20140301T0000,9.500529,4.8905287,6.669695
20140302T0000,9.520529,2.8005285,5.917612
20140303T0000,10.820529,1.3605287,6.9176116
20140304T0000,10.680529,3.8305285,7.150945
20140305T0000,11.930529,5.1005287,7.974278
20140306T0000,13.380529,1.2505287,6.5705285
20140307T0000,14.170529,1.4305286,7.6342793
20140308T0000,16.80053,4.3405285,10.193446
20140309T0000,16.13053,3.7805285,9.8526125
20140310T0000,15.530529,3.6505284,9.653445
20140311T0000,18.14053,3.5705285,9.220946
20140312T0000,15.940529,2.8605285,9.470528
20140313T0000,17.990528,7.0605288,12.149695
20140314T0000,18.580528,8.910529,13.413445
20140315T0000,14.730529,6.3305287,10.978862
20140316T0000,16.610529,8.570529,11.913863
20140317T0000,18.79053,4.5605288,12.089279
20140318T0000,20.29053,9.030529,13.872611
20140319T0000,15.130529,6.7405286,11.366778
20140320T0000,20.89053,5.9305286,12.652195
20140321T0000,21.510529,7.3405285,14.938029
20140322T0000,14.330529,7.1805286,10.53803
20140323T0000,9.040529,4.3605285,6.760529
20140324T0000,7.9005284,3.2605286,5.188445
20140325T0000,11.390529,0.24052864,6.087612
20140326T0000,11.530529,0.48052865,6.1346955
20140327T0000,14.160529,3.8705285,9.114696
20140328T0000,17.72053,5.0305285,11.601363
20140329T0000,19.500528,5.9005284,12.416364
20140330T0000,21.740528,5.9305286,13.858029
20140331T0000,21.000528,10.420529,15.930112
20140401T0000,21.280529,10.780529,16.48678
20140402T0000,23.520529,12.470529,17.404696
20140403T0000,24.40053,12.760529,17.97928
20140404T0000,21.580528,10.820529,16.656363
20140405T0000,17.73053,13.070529,15.335946
20140406T0000,20.360529,12.660529,16.324696
20140407T0000,24.21053,10.700529,17.666363
20140408T0000,17.45053,9.040529,14.033862
20140409T0000,15.750529,6.3605285,11.1667795
20140410T0000,19.64053,6.1005287,13.350529
20140411T0000,22.260529,9.140529,15.904279
20140412T0000,21.160528,10.070529,15.879277
20140413T0000,19.23053,11.380529,15.282611
20140414T0000,16.240528,8.510529,12.439696
20140415T0000,12.070529,3.2105286,7.8738613
20140416T0000,15.210529,3.3705285,9.225112
20140417T0000,17.45053,3.0205286,10.720113
20140418T0000,12.710529,6.2205286,9.362612
20140419T0000,18.090528,3.8505285,10.225945
20140420T0000,19.29053,6.2605286,13.7501135
20140421T0000,18.010529,10.100529,13.250947
20140422T0000,20.20053,10.390529,15.517198
20140423T0000,21.190529,11.630529,16.590113
20140424T0000,23.160528,13.280529,18.095114
20140425T0000,20.97053,11.410529,15.69303
20140426T0000,20.340528,10.860529,15.259696
20140427T0000,16.840528,9.940529,13.067196
20140428T0000,13.350529,9.150529,11.14178
20140429T0000,16.990528,8.8005295,12.453862
20140430T0000,17.31053,9.440529,13.037197
20140501T0000,15.540529,11.120529,12.870529
20140502T0000,15.310529,9.720529,12.39928
20140503T0000,14.710529,8.280529,11.238445
20140504T0000,17.45053,4.3105288,11.162196
20140505T0000,22.04053,6.0605288,14.57553
20140506T0000,22.770529,9.940529,16.817614
20140507T0000,17.47053,13.770529,15.613864
20140508T0000,21.170528,10.930529,16.33178
20140509T0000,20.23053,13.760529,16.817612
20140510T0000,21.350529,9.860529,16.637194
20140511T0000,15.640529,9.490529,12.920113
20140512T0000,13.720529,8.080529,10.523447
20140513T0000,12.140529,8.130529,9.850113
20140514T0000,14.0505295,8.070529,10.683446
20140515T0000,14.190529,6.8705287,10.592196
20140516T0000,19.89053,7.6005287,13.702195
20140517T0000,17.14053,9.000529,13.7276125
20140518T0000,21.71053,7.1805286,15.58261
20140519T0000,23.240528,11.570529,17.995527
20140520T0000,25.04053,5.9505286,17.77678
20140521T0000,26.750528,13.0505295,20.54886
20140522T0000,26.270529,10.100529,18.367197
20140523T0000,21.530529,12.540529,16.145529
20140524T0000,20.05053,11.440529,16.056362
20140525T0000,22.340528,9.250529,17.26178
20140526T0000,18.360529,14.440529,16.436779
20140527T0000,14.840529,12.820529,13.801362
20140528T0000,18.030529,11.740529,14.7605295
20140529T0000,19.73053,12.890529,15.733027
20140530T0000,18.48053,12.8005295,15.402194
20140531T0000,19.96053,10.980529,15.373031
20140601T0000,21.90053,12.230529,16.935112
20140602T0000,20.47053,13.390529,16.906363
20140603T0000,21.65053,12.850529,17.243029
20140604T0000,20.37053,12.860529,16.212194
20140605T0000,21.270529,10.600529,16.073446
20140606T0000,28.270529,11.230529,20.805113
20140607T0000,31.750528,18.62053,24.98261
20140608T0000,32.61053,18.72053,26.559698
20140609T0000,35.62053,21.280529,27.695944
20140610T0000,33.37053,18.65053,26.91678
20140611T0000,30.90053,18.31053,24.678444
20140612T0000,29.21053,16.760529,23.632196
20140613T0000,27.170528,16.240528,21.933863
20140614T0000,23.31053,12.930529,18.783863
20140615T0000,23.47053,10.770529,17.90803
20140616T0000,23.38053,10.030529,17.91178
20140617T0000,21.760529,12.590529,17.535528
20140618T0000,23.660528,13.000529,19.055944
20140619T0000,24.72053,13.410529,19.448862
20140620T0000,21.40053,15.060529,18.56303
20140621T0000,24.330528,11.920529,18.448446
20140622T0000,27.500528,14.290529,20.87678
20140623T0000,26.89053,14.810529,20.425112
20140624T0000,23.87053,16.05053,19.43053
20140625T0000,23.12053,13.910529,18.684278
20140626T0000,23.270529,11.660529,18.482615
20140627T0000,26.170528,14.510529,20.712612
20140628T0000,29.180529,16.340528,21.326363
20140629T0000,19.420528,13.650529,16.836779
20140630T0000,19.70053,12.830529,15.811779
20140701T0000,24.330528,10.990529,18.598862
20140702T0000,22.000528,13.590529,17.563446
20140703T0000,28.45053,12.900529,21.154278
20140704T0000,31.48053,16.89053,23.072615
20140705T0000,25.330528,17.38053,21.289698
20140706T0000,31.440529,17.490528,24.32261
20140707T0000,24.170528,16.850529,19.561361
20140708T0000,16.580528,13.020529,14.791779
20140709T0000,17.20053,12.140529,13.637196
20140710T0000,17.830528,11.970529,14.6201105
20140711T0000,19.940529,16.250528,17.928862
20140712T0000,20.340528,15.780529,17.98428
20140713T0000,21.490528,15.340529,18.618444
20140714T0000,21.670528,15.400529,18.71803
20140715T0000,25.70053,14.160529,20.323862
20140716T0000,28.240528,16.72053,23.25553
20140717T0000,30.410528,17.81053,24.672615
20140718T0000,32.50053,18.63053,25.482199
20140719T0000,34.16053,18.660528,26.84928
20140720T0000,28.440529,17.340528,22.557196
20140721T0000,22.63053,16.840528,19.001364
20140722T0000,22.080528,16.690529,19.503862
20140723T0000,28.160528,16.82053,22.140945
20140724T0000,26.770529,15.3005295,21.461779
20140725T0000,27.62053,17.20053,22.562197
20140726T0000,21.240528,18.020529,19.37428
20140727T0000,26.22053,15.710529,21.270529
20140728T0000,23.530529,14.400529,19.408861
20140729T0000,19.87053,13.930529,16.877195
20140730T0000,21.000528,15.900529,18.27136
20140731T0000,26.020529,16.590528,21.210947
20140801T0000,28.020529,16.750528,22.61886
20140802T0000,25.20053,18.54053,21.741781
20140803T0000,22.81053,17.48053,20.190947
20140804T0000,23.690529,16.65053,20.239695
20140805T0000,24.05053,16.240528,19.698446
20140806T0000,24.260529,14.260529,19.165113
20140807T0000,23.80053,16.63053,20.153864
20140808T0000,27.22053,16.080528,21.925528
20140809T0000,25.190529,17.750528,21.977613
20140810T0000,32.310528,19.07053,24.747198
20140811T0000,23.64053,18.510529,21.01803
20140812T0000,22.750528,15.890529,19.872614
20140813T0000,19.06053,14.510529,16.395947
20140814T0000,18.39053,12.390529,15.550111
20140815T0000,18.21053,12.790529,15.245112
20140816T0000,18.940529,12.740529,15.447196
20140817T0000,22.510529,11.540529,17.260946
20140818T0000,22.010529,14.650529,18.12678
20140819T0000,21.22053,13.840529,17.288862
20140820T0000,19.160528,11.940529,16.188444
20140821T0000,20.89053,13.420529,16.958862
20140822T0000,21.100529,13.730529,17.753862
20140823T0000,19.160528,11.900529,15.755112
20140824T0000,19.31053,11.620529,15.163445
20140825T0000,19.660528,12.710529,15.838445
20140826T0000,20.48053,15.040529,18.540531
20140827T0000,19.910528,14.480529,17.588446
20140828T0000,24.79053,12.990529,19.040113
20140829T0000,22.420528,16.65053,19.188448
20140830T0000,23.71053,15.280529,19.217611
20140831T0000,18.410528,13.980529,16.915947
20140901T0000,18.72053,12.030529,14.980947
20140902T0000,20.180529,10.100529,15.213029
20140903T0000,21.660528,9.520529,16.04886
20140904T0000,24.04053,13.820529,19.246778
20140905T0000,25.270529,16.610529,21.015947
20140906T0000,24.910528,16.930529,20.815529
20140907T0000,24.80053,16.31053,20.650946
20140908T0000,26.420528,16.500528,21.388449
20140909T0000,24.500528,17.31053,20.522198
20140910T0000,21.95053,13.570529,17.916365
20140911T0000,19.670528,10.440529,14.423028
20140912T0000,16.660528,9.980529,13.3596945
20140913T0000,20.180529,13.180529,16.47428
20140914T0000,23.030529,9.240529,15.739697
20140915T0000,23.32053,10.940529,17.528027
20140916T0000,24.56053,16.54053,20.159277
20140917T0000,25.500528,14.610529,20.335947
20140918T0000,25.57053,18.23053,21.73053
20140919T0000,25.30053,17.45053,20.053446
20140920T0000,23.39053,16.55053,19.575113
20140921T0000,22.110529,12.460529,16.858446
20140922T0000,16.610529,9.630529,13.031362
20140923T0000,19.610529,6.4305286,12.490112
20140924T0000,20.420528,6.4105287,13.500945
20140925T0000,17.410528,11.860529,14.343028
20140926T0000,20.180529,9.930529,14.830528
20140927T0000,22.270529,10.890529,16.160528
20140928T0000,24.38053,11.160529,18.14303
20140929T0000,24.690529,15.840529,19.569279
20140930T0000,21.29053,15.380529,18.487612
20141001T0000,20.750528,15.190529,17.748861
20141002T0000,21.56053,12.100529,16.394281
20141003T0000,22.07053,10.770529,15.520946
20141004T0000,21.32053,9.350529,16.000109
20141005T0000,20.920528,14.250529,16.979696
20141006T0000,21.31053,12.030529,15.401776
20141007T0000,22.690529,13.180529,17.711779
20141008T0000,24.12053,14.610529,19.788445
20141009T0000,24.190529,11.620529,18.79511
20141010T0000,19.81053,14.280529,17.153864
20141011T0000,18.70053,13.210529,15.487197
20141012T0000,22.020529,11.240529,16.256361
20141013T0000,20.97053,14.230529,16.81928
20141014T0000,20.030529,11.080529,15.635531
20141015T0000,20.90053,13.010529,17.004694
20141016T0000,20.22053,14.500529,17.325113
20141017T0000,19.65053,12.530529,17.403028
20141018T0000,23.30053,9.170529,15.540947
20141019T0000,23.010529,14.480529,18.25178
20141020T0000,22.910528,15.280529,18.600946
20141021T0000,19.420528,8.590529,15.4134445
20141022T0000,9.940529,5.6105285,7.839695
20141023T0000,12.220529,5.3405285,8.642196
20141024T0000,15.040529,3.0405285,9.051361
20141025T0000,14.850529,8.040529,11.372613
