time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2021-03-22T16:12:09.088Z,52.93864,-1.1949256,101.80000305175781,32.099,,,0,network,,,,,,,,78,
2021-03-22T16:12:20.354Z,52.9386463,-1.1950577,101.80000305175781,38.133,,,0,network,,,,,,,,78,
2021-03-22T16:12:39.000Z,52.93851449,-1.19556158,109.0,17.152,223.4,2.56,0,gps,0.8,0.7,1.1,47.0,,,,78,
2021-03-22T16:13:00.000Z,52.9384297,-1.19587871,108.0,22.512001,125.8,2.64,0,gps,0.8,0.8,1.1,47.0,,,,78,
2021-03-22T16:13:12.068Z,52.938878,-1.1971505,108.0,34.4,,,0,network,,,,,,,,78,
2021-03-22T16:13:30.000Z,52.93837328,-1.19660256,108.0,13.936001,133.9,2.29,0,gps,0.7,0.7,0.9,47.0,,,,78,
2021-03-22T16:13:44.000Z,52.93812527,-1.19677394,107.0,13.936001,233.8,2.7,0,gps,0.8,0.8,1.1,47.0,,,,78,
2021-03-22T16:14:04.000Z,52.93793952,-1.1973953,107.0,17.152,205.2,4.56,0,gps,0.7,0.7,1.0,47.0,,,,78,
2021-03-22T16:14:24.000Z,52.93773429,-1.19753147,102.0,20.368,88.7,0.83,0,gps,1.0,0.8,1.3,47.0,,,,78,
2021-03-22T16:14:29.666Z,52.9379147,-1.1980304,108.5,30.036,,,0,network,,,,,,,,78,
2021-03-22T16:14:50.000Z,52.93774499,-1.19769014,95.0,11.792,79.9,2.65,10,gps,1.1,0.8,1.3,47.0,,,,78,
2021-03-22T16:14:55.418Z,52.9376833,-1.1982828,101.4000015258789,16.615,,,0,network,,,,,,,,78,
2021-03-22T16:15:15.000Z,52.93751952,-1.19830695,98.0,28.944,230.6,2.06,0,gps,0.8,0.7,1.1,47.0,,,,78,
2021-03-22T16:15:36.000Z,52.93716549,-1.19865345,96.0,18.224,159.3,1.05,0,gps,0.8,0.7,1.1,47.0,,,,78,
2021-03-22T16:15:59.000Z,52.93714109,-1.19839574,90.0,37.52,113.4,0.35,0,gps,0.8,0.7,1.1,47.0,,,,77,
2021-03-22T16:16:17.000Z,52.93681455,-1.19916793,81.0,18.224,217.1,2.7,0,gps,0.8,0.8,1.1,47.0,,,,77,
2021-03-22T16:16:36.000Z,52.93669933,-1.19903388,90.0,33.232002,226.7,0.72,0,gps,1.1,0.8,1.4,47.0,,,,77,
2021-03-22T16:16:57.000Z,52.9364607,-1.19940768,82.0,27.872002,356.6,0.42,0,gps,0.8,0.7,1.1,47.0,,,,77,
2021-03-22T16:17:10.000Z,52.93622481,-1.19989696,74.0,28.944,195.9,4.76,0,gps,1.0,0.8,1.3,47.0,,,,77,
2021-03-22T16:17:33.000Z,52.93610724,-1.20060488,81.0,22.512001,201.0,0.95,0,gps,1.6,0.9,1.8,47.0,,,,77,
2021-03-22T16:17:52.000Z,52.93586116,-1.2013288,86.0,32.16,251.3,2.06,0,gps,0.7,0.7,1.0,47.0,,,,77,
2021-03-22T16:18:14.000Z,52.93577608,-1.20147565,90.0,18.224,224.0,0.79,0,gps,1.0,0.9,1.3,47.0,,,,77,
2021-03-22T16:18:35.000Z,52.93557214,-1.20135379,80.0,15.008,171.5,3.07,0,gps,0.6,0.6,0.9,47.0,,,,77,
2021-03-22T16:18:55.000Z,52.9353452,-1.20208623,86.0,11.792,243.3,2.0,0,gps,0.9,0.8,1.2,47.0,,,,77,
2021-03-22T16:19:06.390Z,52.93522633,-1.2021076,88.0,8.576,213.8,0.87,13,gps,0.9,0.8,1.2,47.0,,,,77,
